Reef ID,ReefName,X_COORD,Y_COORD,Area_HA,Zone,MgmtArea,MgmtAreaCode,MgmtAreaShort
20-118,U/N Reef (20-118),150.427,-20.053,155.663,Habitat Protection,Southern Management Area,4,Southern
20-119,U/N Reef (20-119),150.417,-20.087,2089.673,Habitat Protection,Southern Management Area,4,Southern
20-121,U/N Reef (20-121),150.395,-20.084,25.832,Habitat Protection,Southern Management Area,4,Southern
20-122,U/N Reef (20-122),150.467,-20.074,8.234,Habitat Protection,Southern Management Area,4,Southern
20-123,U/N Reef (20-123),150.45,-20.077,19.203,Habitat Protection,Southern Management Area,4,Southern
20-124,U/N Reef (20-124),150.482,-20.088,12.8,Habitat Protection,Southern Management Area,4,Southern
20-125,U/N Reef (20-125),150.427,-20.121,543.522,Habitat Protection,Southern Management Area,4,Southern
20-126,U/N Reef (20-126),150.386,-20.15,2379.586,Habitat Protection,Southern Management Area,4,Southern
20-130,U/N Reef (20-130),150.369,-20.174,193.009,Habitat Protection,Southern Management Area,4,Southern
20-131,U/N Reef (20-131),150.446,-20.141,1283.747,Habitat Protection,Southern Management Area,4,Southern
20-132,U/N Reef (20-132),150.472,-20.193,5209.422,Habitat Protection,Southern Management Area,4,Southern
20-154,U/N Reef (20-154),150.497,-20.107,37.512,Habitat Protection,Southern Management Area,4,Southern
20-167,U/N Reef (20-167),150.513,-20.259,3163.274,Habitat Protection,Southern Management Area,4,Southern
20-170,U/N Reef (20-170),150.745,-20.241,114.992,Habitat Protection,Southern Management Area,4,Southern
20-171,U/N Reef (20-171),150.765,-20.229,96.728,Habitat Protection,Southern Management Area,4,Southern
20-172,U/N Reef (20-172),150.56,-20.282,1821.172,Habitat Protection,Southern Management Area,4,Southern
20-173,U/N Reef (20-173),150.711,-20.257,8.606,Habitat Protection,Southern Management Area,4,Southern
20-174,U/N Reef (20-174),150.643,-20.275,11.089,Habitat Protection,Southern Management Area,4,Southern
20-175,U/N Reef (20-175),150.74,-20.259,35.209,Habitat Protection,Southern Management Area,4,Southern
20-176,U/N Reef (20-176),150.738,-20.279,70.059,Habitat Protection,Southern Management Area,4,Southern
20-177,U/N Reef (20-177),150.757,-20.269,16.762,Habitat Protection,Southern Management Area,4,Southern
20-178,U/N Reef (20-178),150.742,-20.303,23.196,Habitat Protection,Southern Management Area,4,Southern
20-179,U/N Reef (20-179),150.608,-20.303,2973.628,Habitat Protection,Southern Management Area,4,Southern
20-180,U/N Reef (20-180),150.804,-20.281,27.235,Habitat Protection,Southern Management Area,4,Southern
20-181,U/N Reef (20-181),150.793,-20.29,24.741,Habitat Protection,Southern Management Area,4,Southern
20-182,U/N Reef (20-182),150.578,-20.333,745.356,Habitat Protection,Southern Management Area,4,Southern
20-183,U/N Reef (20-183),150.667,-20.324,15.155,Habitat Protection,Southern Management Area,4,Southern
20-184,U/N Reef (20-184),150.706,-20.321,9.947,Habitat Protection,Southern Management Area,4,Southern
20-185a,U/N Reef (20-185a),150.584,-20.354,1586.42,Habitat Protection,Southern Management Area,4,Southern
20-185b,U/N Reef (20-185b),150.599,-20.372,426.029,Habitat Protection,Southern Management Area,4,Southern
20-185c,U/N Reef (20-185c),150.656,-20.35,2371.086,Habitat Protection,Southern Management Area,4,Southern
20-186,U/N Reef (20-186),150.713,-20.354,1111.663,Habitat Protection,Southern Management Area,4,Southern
20-187,Muirhead Reef (20-187),150.752,-20.378,2281.356,Habitat Protection,Southern Management Area,4,Southern
20-188,U/N Reef (20-188),150.809,-20.35,34.404,Habitat Protection,Southern Management Area,4,Southern
20-189,U/N Reef (20-189),150.684,-20.371,7.134,Habitat Protection,Southern Management Area,4,Southern
20-190,U/N Reef (20-190),150.853,-20.348,369.809,Habitat Protection,Southern Management Area,4,Southern
20-191,U/N Reef (20-191),150.862,-20.333,177.61,Habitat Protection,Southern Management Area,4,Southern
20-192,U/N Reef (20-192),150.583,-20.398,498.26,Habitat Protection,Southern Management Area,4,Southern
20-193,U/N Reef (20-193),150.615,-20.397,474.663,Habitat Protection,Southern Management Area,4,Southern
20-194a,U/N Reef (20-194a),150.685,-20.416,3948.102,Habitat Protection,Southern Management Area,4,Southern
20-194b,U/N Reef (20-194b),150.722,-20.407,22.237,Habitat Protection,Southern Management Area,4,Southern
20-194c,U/N Reef (20-194c),150.752,-20.413,181.48,Habitat Protection,Southern Management Area,4,Southern
20-197,U/N Reef (20-197),150.726,-20.447,471.262,Habitat Protection,Southern Management Area,4,Southern
20-200,U/N Reef (20-200),150.601,-20.518,8124.99,Habitat Protection,Southern Management Area,4,Southern
20-201,U/N Reef (20-201),150.717,-20.486,155.166,Habitat Protection,Southern Management Area,4,Southern
20-202,U/N Reef (20-202),150.83,-20.496,73.824,Habitat Protection,Southern Management Area,4,Southern
20-213,Gould Island Reef (20-213),148.76,-20.672,17.208,Habitat Protection,Southern Management Area,4,Southern
20-214,Midge Reef (20-214),148.759,-20.687,18.152,Habitat Protection,Southern Management Area,4,Southern
20-215,U/N Reef (20-215),148.74,-20.696,25.883,Habitat Protection,Southern Management Area,4,Southern
20-222,Carpet Snake Reef (20-222),148.842,-20.824,40.196,Habitat Protection,Southern Management Area,4,Southern
20-237a,Goldsmith Island Reef (No 1) (20-237a),149.158,-20.665,4.016,Habitat Protection,Southern Management Area,4,Southern
20-237c,Goldsmith Island Reef (No 3) (20-237c),149.142,-20.695,7.082,Habitat Protection,Southern Management Area,4,Southern
20-237e,Goldsmith Island Reef (No 5) (20-237e),149.138,-20.691,8.255,Habitat Protection,Southern Management Area,4,Southern
20-238,Silversmith Reef (20-238),149.111,-20.587,24.341,Habitat Protection,Southern Management Area,4,Southern
20-239,Pincer Reef (20-239),149.097,-20.682,9.424,Habitat Protection,Southern Management Area,4,Southern
20-241,Anchorsmith Reef (20-241),149.064,-20.616,8.105,Habitat Protection,Southern Management Area,4,Southern
20-242,Blackcombe Reef (20-242),149.186,-20.601,25.359,Habitat Protection,Southern Management Area,4,Southern
20-243,Anvil Reef (20-243),149.072,-20.626,4.346,Habitat Protection,Southern Management Area,4,Southern
20-244,Carondelet Reef (20-244),149.182,-20.616,13.094,Habitat Protection,Southern Management Area,4,Southern
20-245,Blacksmith Reef (20-245),149.071,-20.645,6.197,Habitat Protection,Southern Management Area,4,Southern
20-246,Hammer Reef (20-246),149.062,-20.646,13.262,Habitat Protection,Southern Management Area,4,Southern
20-247,Ladysmith Reef (20-247),149.088,-20.663,1.663,Habitat Protection,Southern Management Area,4,Southern
20-248,Locksmith Reef (20-248),149.154,-20.652,1.819,Habitat Protection,Southern Management Area,4,Southern
20-249,Geranium Shoal (20-249),149.227,-20.646,20.669,Habitat Protection,Southern Management Area,4,Southern
20-250,Bellows Reef (20-250),149.071,-20.664,1.222,Habitat Protection,Southern Management Area,4,Southern
20-251,Forge Reef (20-251),149.095,-20.673,42.661,Habitat Protection,Southern Management Area,4,Southern
20-253b,Linne Island Reef (No 2) (20-253b),149.185,-20.689,11.698,Habitat Protection,Southern Management Area,4,Southern
20-253c,Linne Island Reef (No 3) (20-253c),149.182,-20.682,11.033,Habitat Protection,Southern Management Area,4,Southern
20-253d,Linne Island Reef (No 4) (20-253d),149.177,-20.676,8.228,Habitat Protection,Southern Management Area,4,Southern
20-257a,U/N Reef (20-257a),149.142,-20.706,4.848,Habitat Protection,Southern Management Area,4,Southern
20-257b,Ingot Island Reef (20-257b),149.14,-20.711,15.432,Habitat Protection,Southern Management Area,4,Southern
20-258,Specie Shoal (20-258),149.155,-20.723,15.253,Habitat Protection,Southern Management Area,4,Southern
20-259,Io Reef (20-259),149.128,-20.694,0.997,Habitat Protection,Southern Management Area,4,Southern
20-260,Bullion Rocks Reef (20-260),149.149,-20.739,11.549,Habitat Protection,Southern Management Area,4,Southern
20-261,Coffin Reef (20-261),149.232,-20.732,9.871,Habitat Protection,Southern Management Area,4,Southern
20-262a,Wigton Island Reef (No 1) (20-262a),149.47,-20.742,53.864,Habitat Protection,Southern Management Area,4,Southern
20-262b,Wigton Island Reef (No 2) (20-262b),149.485,-20.74,25.678,Habitat Protection,Southern Management Area,4,Southern
20-263,Silloth Reef (20-263),149.436,-20.766,70.75,Habitat Protection,Southern Management Area,4,Southern
20-264,Allonby Reef (20-264),149.162,-20.752,24.143,Habitat Protection,Southern Management Area,4,Southern
20-269,Cockermouth Reef (20-269),149.398,-20.779,187.629,Habitat Protection,Southern Management Area,4,Southern
20-272,Bolton Shoal (20-272),149.281,-20.843,16.212,Habitat Protection,Southern Management Area,4,Southern
20-273,Fantome Rocks (20-273),149.244,-20.861,83.534,Habitat Protection,Southern Management Area,4,Southern
20-276,Hyde Rock Reef (20-276),149.355,-20.914,10.202,Habitat Protection,Southern Management Area,4,Southern
20-289,Calder Reef (20-289),149.62,-20.771,67.002,Habitat Protection,Southern Management Area,4,Southern
20-290b,Scawfell Reef (No 2) (20-290b),149.591,-20.865,45.314,Habitat Protection,Southern Management Area,4,Southern
20-291,Three Rocks Reef (20-291),149.739,-20.951,26.954,Habitat Protection,Southern Management Area,4,Southern
20-292,Derwent Reef (20-292),149.782,-20.987,52.082,Habitat Protection,Southern Management Area,4,Southern
20-293,Skull Rock Reef (20-293),149.798,-20.988,8.197,Habitat Protection,Southern Management Area,4,Southern
20-298,Warland Reef (20-298),150.382,-20.602,1167.253,Habitat Protection,Southern Management Area,4,Southern
20-299a,U/N Reef (20-299a),150.434,-20.603,982.068,Habitat Protection,Southern Management Area,4,Southern
20-299b,U/N Reef (20-299b),150.39,-20.644,2774.795,Habitat Protection,Southern Management Area,4,Southern
20-299c,Southampton Reef (20-299c),150.45,-20.649,3487.955,Habitat Protection,Southern Management Area,4,Southern
20-299d,Briggs Reef (No 1) (20-299d),150.452,-20.684,35.171,Habitat Protection,Southern Management Area,4,Southern
20-299e,Briggs Reef (No 2) (20-299e),150.451,-20.676,14.414,Habitat Protection,Southern Management Area,4,Southern
20-299f,Briggs Reef (No 3) (20-299f),150.447,-20.685,7.694,Habitat Protection,Southern Management Area,4,Southern
20-299g,Briggs Reef (No 4) (20-299g),150.449,-20.689,15.872,Habitat Protection,Southern Management Area,4,Southern
20-299h,U/N Reef (20-299h),150.457,-20.69,4.515,Habitat Protection,Southern Management Area,4,Southern
20-299j,U/N Reef (20-299j),150.461,-20.691,3.19,Habitat Protection,Southern Management Area,4,Southern
20-300,U/N Reef (20-300),150.466,-20.634,66.089,Habitat Protection,Southern Management Area,4,Southern
20-301a,Cole Reefs (No2) (20-301a),150.231,-20.681,707.654,Habitat Protection,Southern Management Area,4,Southern
20-301b,Cole Reefs (No3) (20-301b),150.287,-20.655,866.402,Habitat Protection,Southern Management Area,4,Southern
20-302,Cole Reefs (No1) (20-302),150.186,-20.701,455.226,Habitat Protection,Southern Management Area,4,Southern
20-306,Goble Reefs (West) (20-306),150.454,-20.805,307.282,Habitat Protection,Southern Management Area,4,Southern
20-311,U/N Reef (20-311),150.711,-20.514,49.573,Habitat Protection,Southern Management Area,4,Southern
20-313,U/N Reef (20-313),150.802,-20.522,160.942,Habitat Protection,Southern Management Area,4,Southern
20-314,U/N Reef (20-314),150.758,-20.528,28.424,Habitat Protection,Southern Management Area,4,Southern
20-315a,U/N Reef (20-315a),150.562,-20.564,4738.638,Habitat Protection,Southern Management Area,4,Southern
20-315b,U/N Reef (20-315b),150.576,-20.541,8.309,Habitat Protection,Southern Management Area,4,Southern
20-315c,U/N Reef (20-315c),150.592,-20.567,17.501,Habitat Protection,Southern Management Area,4,Southern
20-316,U/N Reef (20-316),150.754,-20.548,9.183,Habitat Protection,Southern Management Area,4,Southern
20-317,U/N Reef (20-317),150.723,-20.563,53.025,Habitat Protection,Southern Management Area,4,Southern
20-318,U/N Reef (20-318),150.773,-20.566,93.588,Habitat Protection,Southern Management Area,4,Southern
20-319,U/N Reef (20-319),150.822,-20.565,120.397,Habitat Protection,Southern Management Area,4,Southern
20-320,U/N Reef (20-320),150.838,-20.569,78.062,Habitat Protection,Southern Management Area,4,Southern
20-322,U/N Reef (20-322),150.746,-20.574,647.854,Habitat Protection,Southern Management Area,4,Southern
20-323,U/N Reef (20-323),150.865,-20.585,51.66,Habitat Protection,Southern Management Area,4,Southern
20-324,U/N Reef (20-324),150.767,-20.596,1455.662,Habitat Protection,Southern Management Area,4,Southern
20-325,U/N Reef (20-325),150.733,-20.623,91.344,Habitat Protection,Southern Management Area,4,Southern
20-326,Molar Reef (20-326),150.804,-20.625,4810.965,Habitat Protection,Southern Management Area,4,Southern
20-327,U/N Reef (20-327),150.854,-20.618,633.488,Habitat Protection,Southern Management Area,4,Southern
20-328a,U/N Reef (20-328a),150.902,-20.618,393.796,Habitat Protection,Southern Management Area,4,Southern
20-328b,U/N Reef (20-328b),150.917,-20.608,32.189,Habitat Protection,Southern Management Area,4,Southern
20-328c,U/N Reef (20-328c),150.92,-20.604,61.081,Habitat Protection,Southern Management Area,4,Southern
20-328d,U/N Reef (20-328d),150.923,-20.609,4.494,Habitat Protection,Southern Management Area,4,Southern
20-328e,U/N Reef (20-328e),150.921,-20.614,21.184,Habitat Protection,Southern Management Area,4,Southern
20-328f,U/N Reef (20-328f),150.92,-20.622,7.049,Habitat Protection,Southern Management Area,4,Southern
20-329,U/N Reef (20-329),150.993,-20.626,36.221,Habitat Protection,Southern Management Area,4,Southern
20-330,U/N Reef (20-330),150.955,-20.631,19.61,Habitat Protection,Southern Management Area,4,Southern
20-331,U/N Reef (20-331),150.982,-20.646,12.935,Habitat Protection,Southern Management Area,4,Southern
20-332,U/N Reef (20-332),150.699,-20.662,19.842,Habitat Protection,Southern Management Area,4,Southern
20-333,U/N Reef (20-333),150.735,-20.645,274.463,Habitat Protection,Southern Management Area,4,Southern
20-334,U/N Reef (20-334),150.752,-20.635,60.08,Habitat Protection,Southern Management Area,4,Southern
20-335,U/N Reef (20-335),150.874,-20.672,3423.321,Habitat Protection,Southern Management Area,4,Southern
20-336,U/N Reef (20-336),150.776,-20.683,76.598,Habitat Protection,Southern Management Area,4,Southern
20-337,U/N Reef (20-337),150.834,-20.697,171.348,Habitat Protection,Southern Management Area,4,Southern
20-338,U/N Reef (20-338),150.982,-20.679,887.56,Habitat Protection,Southern Management Area,4,Southern
20-339a,U/N Reef (20-339a),150.884,-20.726,2101.421,Habitat Protection,Southern Management Area,4,Southern
20-339b,U/N Reef (20-339b),150.938,-20.707,2864.527,Habitat Protection,Southern Management Area,4,Southern
20-340,U/N Reef (20-340),150.76,-20.708,328.461,Habitat Protection,Southern Management Area,4,Southern
20-341,U/N Reef (20-341),150.82,-20.714,18.725,Habitat Protection,Southern Management Area,4,Southern
20-342,U/N Reef (20-342),150.954,-20.768,1699.593,Habitat Protection,Southern Management Area,4,Southern
20-343,U/N Reef (20-343),150.908,-20.769,27.34,Habitat Protection,Southern Management Area,4,Southern
20-344,U/N Reef (20-344),150.896,-20.78,412.527,Habitat Protection,Southern Management Area,4,Southern
20-345,U/N Reef (20-345),150.814,-20.798,56.545,Habitat Protection,Southern Management Area,4,Southern
20-349,U/N Reef (20-349),150.623,-20.905,78.322,Habitat Protection,Southern Management Area,4,Southern
20-357,U/N Reef (20-357),151.001,-20.619,21.044,Habitat Protection,Southern Management Area,4,Southern
20-358,U/N Reef (20-358),151.032,-20.64,351.91,Habitat Protection,Southern Management Area,4,Southern
20-359,U/N Reef (20-359),151.045,-20.655,296.354,Habitat Protection,Southern Management Area,4,Southern
20-360,U/N Reef (20-360),151.014,-20.679,98.995,Habitat Protection,Southern Management Area,4,Southern
20-361,U/N Reef (20-361),150.995,-20.695,316.984,Habitat Protection,Southern Management Area,4,Southern
20-362,U/N Reef (20-362),151.036,-20.685,51.953,Habitat Protection,Southern Management Area,4,Southern
20-363,U/N Reef (20-363),151.074,-20.669,83.706,Habitat Protection,Southern Management Area,4,Southern
20-364,U/N Reef (20-364),151.089,-20.693,30.809,Habitat Protection,Southern Management Area,4,Southern
20-365,U/N Reef (20-365),151.063,-20.691,23.552,Habitat Protection,Southern Management Area,4,Southern
20-366,U/N Reef (20-366),151.111,-20.717,757.341,Habitat Protection,Southern Management Area,4,Southern
20-369a,Cockatoo Reef (No 1) (20-369a),151.016,-20.747,8553.32,Habitat Protection,Southern Management Area,4,Southern
20-369b,Cockatoo Reef (No 2) (20-369b),150.995,-20.703,13.832,Habitat Protection,Southern Management Area,4,Southern
20-369c,Cockatoo Reef (No 3) (20-369c),151.041,-20.718,7.081,Habitat Protection,Southern Management Area,4,Southern
20-369d,Cockatoo Reef (No 4) (20-369d),151.048,-20.725,2.557,Habitat Protection,Southern Management Area,4,Southern
20-385,U/N Reef (20-385),151.326,-20.942,2882.445,Habitat Protection,Southern Management Area,4,Southern
20-388a,U/N Reef (20-388a),151.356,-20.959,362.779,Habitat Protection,Southern Management Area,4,Southern
20-388b,U/N Reef (20-388b),151.345,-21.012,101.186,Habitat Protection,Southern Management Area,4,Southern
20-388c,U/N Reef (20-388c),151.339,-20.984,404.163,Habitat Protection,Southern Management Area,4,Southern
20-389,Neville Coleman Reef (20-389),151.403,-20.966,9626.344,Habitat Protection,Southern Management Area,4,Southern
20-390,U/N Reef (20-390),151.303,-20.986,220.738,Habitat Protection,Southern Management Area,4,Southern
20-391,U/N Reef (20-391),151.478,-20.991,3893.368,Habitat Protection,Southern Management Area,4,Southern
20-392,U/N Reef (20-392),151.969,-20.889,975.278,Habitat Protection,Southern Management Area,4,Southern
20-393,U/N Reef (20-393),152.18,-20.93,129.323,Habitat Protection,Southern Management Area,4,Southern
20-394,U/N Reef (20-394),152.072,-20.945,392.602,Habitat Protection,Southern Management Area,4,Southern
20-395,U/N Reef (20-395),152.251,-20.962,427.018,Habitat Protection,Southern Management Area,4,Southern
20-396,Newell Reef (20-396),152.278,-20.967,732.93,Habitat Protection,Southern Management Area,4,Southern
20-398,U/N Reef (20-398),152.064,-20.985,366.703,Habitat Protection,Southern Management Area,4,Southern
20-399,U/N Reef (20-399),152.086,-20.992,92.619,Habitat Protection,Southern Management Area,4,Southern
20-400,U/N Reef (20-400),152.11,-21.002,102.032,Habitat Protection,Southern Management Area,4,Southern
20-407,Coppersmith Reef (20-407),149.116,-20.598,2.292,Habitat Protection,Southern Management Area,4,Southern
20-411,U/N Reef (20-411),151.529,-20.961,72.417,Habitat Protection,Southern Management Area,4,Southern
20-412,U/N Reef (20-412),151.552,-20.893,245.758,Habitat Protection,Southern Management Area,4,Southern
20-413,U/N Reef (20-413),151.568,-20.977,223.077,Habitat Protection,Southern Management Area,4,Southern
20-414,U/N Reef (20-414),151.589,-20.956,67.866,Habitat Protection,Southern Management Area,4,Southern
20-415,U/N Reef (20-415),151.616,-20.923,72.646,Habitat Protection,Southern Management Area,4,Southern
20-416,U/N Reef (20-416),151.651,-20.986,195.686,Habitat Protection,Southern Management Area,4,Southern
20-417,U/N Reef (20-417),151.661,-20.943,2492.002,Habitat Protection,Southern Management Area,4,Southern
20-418,U/N Reef (20-418),151.663,-20.907,498.758,Habitat Protection,Southern Management Area,4,Southern
20-419,U/N Reef (20-419),151.704,-20.929,25.749,Habitat Protection,Southern Management Area,4,Southern
20-420,U/N Reef (20-420),151.723,-20.954,102.835,Habitat Protection,Southern Management Area,4,Southern
20-421,U/N Reef (20-421),151.732,-20.978,330.429,Habitat Protection,Southern Management Area,4,Southern
20-422,U/N Reef (20-422),151.766,-20.975,137.355,Habitat Protection,Southern Management Area,4,Southern
20-423,U/N Reef (20-423),151.835,-20.936,84.611,Habitat Protection,Southern Management Area,4,Southern
20-424,U/N Reef (20-424),151.852,-20.956,302.985,Habitat Protection,Southern Management Area,4,Southern
20-425,U/N Reef (20-425),151.871,-20.917,595.325,Habitat Protection,Southern Management Area,4,Southern
20-426,U/N Reef (20-426),151.887,-20.906,144.502,Habitat Protection,Southern Management Area,4,Southern
20-427,U/N Reef (20-427),151.896,-20.95,29.776,Habitat Protection,Southern Management Area,4,Southern
20-428,U/N Reef (20-428),151.913,-20.898,80.765,Habitat Protection,Southern Management Area,4,Southern
20-429,U/N Reef (20-429),151.918,-20.888,875.959,Habitat Protection,Southern Management Area,4,Southern
20-430,U/N Reef (20-430),151.998,-20.886,78.436,Habitat Protection,Southern Management Area,4,Southern
20-431,U/N Reef (20-431),152.002,-20.895,11.244,Habitat Protection,Southern Management Area,4,Southern
20-432,U/N Reef (20-432),152.006,-20.89,15.705,Habitat Protection,Southern Management Area,4,Southern
20-433,U/N Reef (20-433),152.053,-20.9,877.162,Habitat Protection,Southern Management Area,4,Southern
20-434,U/N Reef (20-434),152.063,-20.893,7.99,Habitat Protection,Southern Management Area,4,Southern
20-435,U/N Reef (20-435),152.095,-20.981,34.181,Habitat Protection,Southern Management Area,4,Southern
20-436,U/N Reef (20-436),152.098,-20.93,72.864,Habitat Protection,Southern Management Area,4,Southern
20-437,U/N Reef (20-437),152.098,-20.919,79.739,Habitat Protection,Southern Management Area,4,Southern
20-438,U/N Reef (20-438),152.112,-20.913,71.558,Habitat Protection,Southern Management Area,4,Southern
20-439,U/N Reef (20-439),152.117,-20.919,198.16,Habitat Protection,Southern Management Area,4,Southern
20-440,U/N Reef (20-440),152.119,-20.953,14.827,Habitat Protection,Southern Management Area,4,Southern
20-441,U/N Reef (20-441),152.129,-20.976,15.133,Habitat Protection,Southern Management Area,4,Southern
20-442,U/N Reef (20-442),152.133,-20.912,25.871,Habitat Protection,Southern Management Area,4,Southern
20-443,U/N Reef (20-443),152.16,-20.927,33.965,Habitat Protection,Southern Management Area,4,Southern
20-444,U/N Reef (20-444),152.176,-20.921,585.362,Habitat Protection,Southern Management Area,4,Southern
20-445,U/N Reef (20-445),152.212,-20.916,28.35,Habitat Protection,Southern Management Area,4,Southern
20-446,U/N Reef (20-446),152.223,-20.92,13.078,Habitat Protection,Southern Management Area,4,Southern
20-447,U/N Reef (20-447),152.229,-20.941,130.263,Habitat Protection,Southern Management Area,4,Southern
20-448,U/N Reef (20-448),152.235,-20.922,9.371,Habitat Protection,Southern Management Area,4,Southern
20-449,U/N Reef (20-449),152.246,-20.925,14.198,Habitat Protection,Southern Management Area,4,Southern
20-450,U/N Reef (20-450),152.258,-20.933,121.875,Habitat Protection,Southern Management Area,4,Southern
20-453,U/N Reef (20-453),150.556,-20.36,11.86,Habitat Protection,Southern Management Area,4,Southern
20-454,U/N Reef (20-454),150.56,-20.325,41.496,Habitat Protection,Southern Management Area,4,Southern
20-455,U/N Reef (20-455),150.563,-20.32,79.328,Habitat Protection,Southern Management Area,4,Southern
20-456,U/N Reef (20-456),150.578,-20.443,189.347,Habitat Protection,Southern Management Area,4,Southern
20-458,U/N Reef (20-458),150.59,-20.449,22.913,Habitat Protection,Southern Management Area,4,Southern
20-459,U/N Reef (20-459),150.595,-20.378,18.307,Habitat Protection,Southern Management Area,4,Southern
20-460,U/N Reef (20-460),150.602,-20.587,61.448,Habitat Protection,Southern Management Area,4,Southern
20-461,U/N Reef (20-461),150.606,-20.273,68.489,Habitat Protection,Southern Management Area,4,Southern
20-462,U/N Reef (20-462),150.609,-20.327,0.378,Habitat Protection,Southern Management Area,4,Southern
20-463,U/N Reef (20-463),150.63,-20.442,1.208,Habitat Protection,Southern Management Area,4,Southern
20-464,U/N Reef (20-464),150.632,-20.373,4.025,Habitat Protection,Southern Management Area,4,Southern
20-465,U/N Reef (20-465),150.633,-20.381,7.907,Habitat Protection,Southern Management Area,4,Southern
20-467,U/N Reef (20-467),150.636,-20.378,27.611,Habitat Protection,Southern Management Area,4,Southern
20-469,U/N Reef (20-469),150.65,-20.5,7125.753,Habitat Protection,Southern Management Area,4,Southern
20-470,U/N Reef (20-470),150.677,-20.471,170.846,Habitat Protection,Southern Management Area,4,Southern
20-471,U/N Reef (20-471),150.679,-20.481,13.004,Habitat Protection,Southern Management Area,4,Southern
20-473,U/N Reef (20-473),150.69,-20.48,17.261,Habitat Protection,Southern Management Area,4,Southern
20-474,U/N Reef (20-474),150.693,-20.469,240.539,Habitat Protection,Southern Management Area,4,Southern
20-476,U/N Reef (20-476),150.707,-20.467,11.407,Habitat Protection,Southern Management Area,4,Southern
20-477,U/N Reef (20-477),150.716,-20.528,30.615,Habitat Protection,Southern Management Area,4,Southern
20-478,U/N Reef (20-478),150.72,-20.469,130.428,Habitat Protection,Southern Management Area,4,Southern
20-479,U/N Reef (20-479),150.722,-20.626,7.27,Habitat Protection,Southern Management Area,4,Southern
20-480,U/N Reef (20-480),150.724,-20.229,6.336,Habitat Protection,Southern Management Area,4,Southern
20-481,U/N Reef (20-481),150.732,-20.219,21.04,Habitat Protection,Southern Management Area,4,Southern
20-482,U/N Reef (20-482),150.734,-20.465,196.131,Habitat Protection,Southern Management Area,4,Southern
20-483,U/N Reef (20-483),150.737,-20.425,36.409,Habitat Protection,Southern Management Area,4,Southern
20-484,U/N Reef (20-484),150.738,-20.226,7.687,Habitat Protection,Southern Management Area,4,Southern
20-485,U/N Reef (20-485),150.738,-20.433,111.096,Habitat Protection,Southern Management Area,4,Southern
20-486,U/N Reef (20-486),150.746,-20.355,0.333,Habitat Protection,Southern Management Area,4,Southern
20-487,U/N Reef (20-487),150.747,-20.414,0.77,Habitat Protection,Southern Management Area,4,Southern
20-488,U/N Reef (20-488),150.756,-20.443,19.174,Habitat Protection,Southern Management Area,4,Southern
20-489,U/N Reef (20-489),150.761,-20.421,3.225,Habitat Protection,Southern Management Area,4,Southern
20-490,U/N Reef (20-490),150.764,-20.403,3.154,Habitat Protection,Southern Management Area,4,Southern
20-492,U/N Reef (20-492),150.77,-20.404,0.644,Habitat Protection,Southern Management Area,4,Southern
20-493,U/N Reef (20-493),150.77,-20.203,18.489,Habitat Protection,Southern Management Area,4,Southern
20-494,U/N Reef (20-494),150.773,-20.701,3.366,Habitat Protection,Southern Management Area,4,Southern
20-495,U/N Reef (20-495),150.778,-20.456,40.971,Habitat Protection,Southern Management Area,4,Southern
20-496,U/N Reef (20-496),150.78,-20.705,90.464,Habitat Protection,Southern Management Area,4,Southern
20-497,U/N Reef (20-497),150.78,-20.576,3.372,Habitat Protection,Southern Management Area,4,Southern
20-498,U/N Reef (20-498),150.783,-20.414,98.408,Habitat Protection,Southern Management Area,4,Southern
20-499,U/N Reef (20-499),150.797,-20.204,16.484,Habitat Protection,Southern Management Area,4,Southern
20-500,U/N Reef (20-500),150.798,-20.561,13.918,Habitat Protection,Southern Management Area,4,Southern
20-501,U/N Reef (20-501),150.803,-20.301,13.692,Habitat Protection,Southern Management Area,4,Southern
20-502,U/N Reef (20-502),150.842,-20.591,19.403,Habitat Protection,Southern Management Area,4,Southern
20-503,U/N Reef (20-503),150.842,-20.248,25.201,Habitat Protection,Southern Management Area,4,Southern
20-504,U/N Reef (20-504),150.852,-20.263,19.259,Habitat Protection,Southern Management Area,4,Southern
20-505,U/N Reef (20-505),150.876,-20.594,34.313,Habitat Protection,Southern Management Area,4,Southern
20-506,U/N Reef (20-506),150.879,-20.584,54.711,Habitat Protection,Southern Management Area,4,Southern
20-507,U/N Reef (20-507),150.879,-20.303,357.042,Habitat Protection,Southern Management Area,4,Southern
20-508,U/N Reef (20-508),150.891,-20.648,6.862,Habitat Protection,Southern Management Area,4,Southern
20-509,U/N Reef (20-509),150.892,-20.627,130.29,Habitat Protection,Southern Management Area,4,Southern
20-510,U/N Reef (20-510),150.892,-20.634,7.939,Habitat Protection,Southern Management Area,4,Southern
20-512,U/N Reef (20-512),150.894,-20.572,6.51,Habitat Protection,Southern Management Area,4,Southern
20-513,U/N Reef (20-513),150.899,-20.64,34.479,Habitat Protection,Southern Management Area,4,Southern
20-514,U/N Reef (20-514),150.9,-20.664,6.109,Habitat Protection,Southern Management Area,4,Southern
20-515,U/N Reef (20-515),150.9,-20.658,46.339,Habitat Protection,Southern Management Area,4,Southern
